Time_s,Current_A,Temperature_K,Voltage_V,SoC_pc
0.0,4.439290258501726,295.10006050946924,3.900582297347485,0.7125879186128314
10.0,4.439290258501726,295.10006050946924,3.8776415293696935,0.7104718965893835
20.0,4.439290258501726,295.10006050946924,3.863036095378981,0.7083558745659364
30.0,4.439290258501726,295.10006050946924,3.852237465271682,0.7062398525424834
40.0,4.439290258501726,295.10006050946924,3.8436481525996,0.7041238305190378
50.0,4.439290258501726,295.10006050946924,3.836515393037734,0.7020078084955916
60.0,4.439290258501726,295.10006050946924,3.8304118190531176,0.6998917864721445
70.0,4.439290258501726,295.10006050946924,3.8250685995329867,0.6977757644486929
80.0,4.439290258501726,295.10006050946924,3.820303041500579,0.6956597424252449
90.0,4.439290258501726,295.10006050946924,3.8159867170272834,0.6935437204017975
100.0,4.439290258501726,295.10006050946924,3.8120244892749424,0.691427698378348
110.0,4.439290258501726,295.10006050946924,3.8083448188782514,0.6893116763549013
120.0,4.439290258501726,295.10006050946924,3.8048915523476867,0.687195654331455
130.0,4.439290258501726,295.10006050946924,3.8016196608617756,0.6850796323080066
140.0,4.439290258501726,295.10006050946924,3.7984938587807284,0.6829636102845592
150.0,4.439290258501726,295.10006050946924,3.79548454567022,0.6808475882611109
160.0,4.439290258501726,295.10006050946924,3.7925670994820297,0.678731566237665
170.0,4.439290258501726,295.10006050946924,3.789720648372289,0.6766155442142169
180.0,4.439290258501726,295.10006050946924,3.7869271779322493,0.6744995221907687
190.0,4.439290258501726,295.10006050946924,3.784171214902136,0.6723835001673217
200.0,4.439290258501726,295.10006050946924,3.781438953663295,0.6702674781438753
210.0,4.439290258501726,295.10006050946924,3.7787190705943967,0.66815145612043
220.0,4.439290258501726,295.10006050946924,3.7760015680465324,0.6660354340969848
230.0,4.439290258501726,295.10006050946924,3.7732775020710427,0.6639194120735413
240.0,4.439290258501726,295.10006050946924,3.7705385008366745,0.6618033900500955
250.0,4.439290258501726,295.10006050946924,3.7677778384706926,0.659687368026645
260.0,4.439290258501726,295.10006050946924,3.764989918922267,0.6575713460031937
270.0,4.439290258501726,295.10006050946924,3.7621694798466665,0.6554553239797442
280.0,4.439290258501726,295.10006050946924,3.7593149260810037,0.6533393019562939
290.0,4.439290258501726,295.10006050946924,3.7564209674321365,0.6512232799328415
300.0,4.439290258501726,295.10006050946924,3.75348801672014,0.6491072579093908
310.0,4.439290258501726,295.10006050946924,3.750511660421223,0.6469912358859433
320.0,4.439290258501726,295.10006050946924,3.74749422132908,0.6448752138624975
330.0,4.439290258501726,295.10006050946924,3.7444341065045625,0.6427591918390505
340.0,4.439290258501726,295.10006050946924,3.7413347743660452,0.6406431698156039
350.0,4.439290258501726,295.10006050946924,3.7381937092379243,0.6385271477921604
360.0,4.439290258501726,295.10006050946924,3.7350170526155475,0.636411125768716
370.0,4.439290258501726,295.10006050946924,3.7318107918185555,0.6342951037452684
380.0,4.439290258501726,295.10006050946924,3.7285752089861206,0.6321790817218202
390.0,4.439290258501726,295.10006050946924,3.7253149356352324,0.6300630596983718
400.0,4.439290258501726,295.10006050946924,3.722038697033219,0.6279470376749207
410.0,4.439290258501726,295.10006050946924,3.7187518984730277,0.6258310156514681
420.0,4.439290258501726,295.10006050946924,3.7154605014670024,0.6237149936280149
430.0,4.439290258501726,295.10006050946924,3.712171488761643,0.6215989716045651
440.0,4.439290258501726,295.10006050946924,3.708891869762204,0.6194829495811178
450.0,4.439290258501726,295.10006050946924,3.70562765909029,0.6173669275576722
460.0,4.439290258501726,295.10006050946924,3.70238527074257,0.6152509055342263
470.0,4.439290258501726,295.10006050946924,3.699169932940368,0.6131348835107806
480.0,4.439290258501726,295.10006050946924,3.6959857309702873,0.6110188614873351
490.0,4.439290258501726,295.10006050946924,3.692836245253335,0.6089028394638893
500.0,4.439290258501726,295.10006050946924,3.68972445140482,0.606786817440443
510.0,4.439290258501726,295.10006050946924,3.686651913344421,0.6046707954169974
520.0,4.439290258501726,295.10006050946924,3.683619348977709,0.6025547733935522
530.0,4.439290258501726,295.10006050946924,3.6806285127630956,0.6004387513701046
540.0,4.439290258501726,295.10006050946924,3.6776756017038013,0.5983227293466588
550.0,4.439290258501726,295.10006050946924,3.674761218944515,0.5962067073232112
560.0,4.439290258501726,295.10006050946924,3.6718849148172135,0.5940906852997622
570.0,4.439290258501726,295.10006050946924,3.6690436865230858,0.5919746632763129
580.0,4.439290258501726,295.10006050946924,3.6662354836899236,0.5898586412528645
590.0,4.439290258501726,295.10006050946924,3.66345903128581,0.5877426192294164
600.0,4.439290258501726,295.10006050946924,3.6607129093527826,0.5856265972059675
610.0,4.439290258501726,295.10006050946924,3.657993810383118,0.5835105751825194
620.0,4.439290258501726,295.10006050946924,3.6553005464550363,0.5813945531590731
630.0,4.439290258501726,295.10006050946924,3.6526317783826654,0.5792785311356251
640.0,4.439290258501726,295.10006050946924,3.6499862665203304,0.5771625091121773
650.0,4.439290258501726,295.10006050946924,3.6473629126860327,0.57504648708873
660.0,4.439290258501726,295.10006050946924,3.6447609320844156,0.5729304650652827
670.0,4.439290258501726,295.10006050946924,3.6421795552738185,0.5708144430418359
680.0,4.439290258501726,295.10006050946924,3.639618522360557,0.5686984210183901
690.0,4.439290258501726,295.10006050946924,3.6370775143613594,0.5665823989949459
700.0,4.439290258501726,295.10006050946924,3.6345561471104686,0.5644663769715017
710.0,4.439290258501726,295.10006050946924,3.632054060695171,0.5623503549480574
720.0,4.439290258501726,295.10006050946924,3.629572614235542,0.5602343329246127
